model,reaction,train_size,Avg_R2,Max_R2,Std_R2,Avg_PearsonR,Max_PearsonR,Std_PearsonR,Avg_kendalltau,Max_kendalltau,Std_kendalltau
TrAB,Reaction_CO_Cl,20,0.589704255812591,0.8242014127186186,0.16027527482092951,0.8432492411658364,0.9095687539836864,0.0340754900674291,0.7216067853506877,0.8104579602071645,0.03965635239517441
TrAB,Reaction_CO_Cl,30,0.657859580851889,0.8771987552549247,0.14584023666652196,0.8600143664364092,0.9437024702026264,0.03873515218543477,0.7392536623429364,0.8488946000065122,0.0448582871660357
TrAB,Reaction_CS,15,0.1441867585227116,0.4475632237147435,0.18231521400167916,0.5030999363094767,0.6855157857448374,0.09746547115535595,0.4237237838512528,0.5440957058835737,0.06205969899839307
TrAB,Reaction_CS,20,0.15192942051068148,0.4379629330214906,0.19792042161679652,0.5124456371320274,0.6946126452442856,0.11585004491074576,0.43013767296487926,0.579147939141922,0.07008470367214413
TrAB,Reaction_CS,30,0.22142073385954375,0.5137317533311183,0.1454239834131289,0.5521754659669252,0.7180039709999901,0.08854977904414191,0.4440440829322132,0.579317257137732,0.06882467126085319
TrAB,Reaction_CN,15,0.38121138913194097,0.688798720625013,0.18282044608838963,0.6600424641055986,0.8421910762844848,0.10676622372347352,0.4886892316044377,0.6489279472537232,0.09030671842959795
TrAB,Reaction_CN,20,0.41783190685006777,0.6719827182952183,0.16812529882993013,0.6858163999701995,0.8474280746942788,0.101896226915483,0.5040955353155349,0.6598130467272035,0.08217449015244074
TrAB,Reaction_CN,30,0.45595308935824647,0.7676186490296149,0.17845474782768028,0.7123585301883495,0.8950172671460385,0.10157244145397462,0.5195535055189872,0.7048652316754334,0.08149281002026793
TrAB,Reaction_2+2,15,0.24716886788886516,0.6821442112344129,0.24186578725154168,0.6486178014284522,0.834133838526764,0.11744429794833022,0.528310320411563,0.7082233167363234,0.09517560785017648
TrAB,Reaction_2+2,20,0.3083655161057423,0.7082246988641687,0.2356048703906782,0.6729653137634402,0.8553149929497725,0.10245562434825171,0.5560480551300379,0.716396507202295,0.08453837030352565
TrAB,Reaction_2+2,30,0.35192696785571687,0.7204636885323294,0.24889950130761226,0.6964960970037284,0.8620165119029565,0.10547223539620068,0.5791194867442647,0.7686308678945621,0.09289054884594886
TrAB,Reaction_CF3,15,0.2839949861454253,0.630048443706675,0.2398655306324637,0.6023234476450527,0.8483227505139862,0.14069978365023697,0.4229591348784947,0.6957955202431572,0.11523508780932984
TrAB,Reaction_CF3,20,0.34393047780912184,0.664913267924971,0.23725080395657872,0.6474286829548777,0.8628065680047475,0.13563396003518777,0.4570045219004109,0.7139270104654167,0.11886902552654752
TrAB,Reaction_CF3,30,0.45421937864414696,0.7408838271825974,0.20809780492887026,0.708482386145301,0.9200970943027476,0.12148034926476416,0.5027208236843126,0.7662221795770068,0.11742746643828804
TrAB,Reaction_CH2CF3,15,0.35266242208718834,0.6156463065629731,0.1787972334665333,0.6873738999160348,0.8263305974648711,0.07276952535608501,0.5177181908642041,0.6372246643829269,0.06464961375900515
TrAB,Reaction_CH2CF3,20,0.41275530772813573,0.7284574322531472,0.14928439861819445,0.7153239741667925,0.867113043852101,0.06910056798451479,0.538441860676446,0.717980569447944,0.06527979535977232
TrAB,Reaction_CH2CF3,30,0.47442293885364323,0.7993120985739295,0.14415912952558155,0.7401240583668125,0.8991892277152622,0.07999435659971782,0.5575343109430473,0.7198417419443474,0.07627608154745605
TrAB,Reaction_CH2F,15,0.1772902007537429,0.6304415648493011,0.3161728305740324,0.6749297299968812,0.8658388411086989,0.09664839425179036,0.5111388378599974,0.660361437378018,0.07741152584817887
TrAB,Reaction_CH2F,20,0.2168952878588889,0.731672951335941,0.4157353550594315,0.6951600471770152,0.8890258715576203,0.09942652609704618,0.5110267682417036,0.6575845887849803,0.0652485804712668
TrAB,Reaction_CH2F,30,0.3319966351025914,0.7870108218594956,0.3295353799829966,0.7297416083043384,0.9496754722702028,0.11383913345612423,0.5255486831123659,0.7206645313675148,0.07557518341738201
TrAB,Reaction_Cy,15,0.47074877616516764,0.72795864374596,0.1879389099585512,0.7313312699153482,0.8767474376955584,0.11002166403927109,0.5127695919386324,0.688456588673104,0.093165932462847
TrAB,Reaction_Cy,20,0.5281668717235132,0.8028523187154761,0.15190422672833467,0.7688655336100618,0.915444037231699,0.0919311181644027,0.5442228718874291,0.7455174185238982,0.08424089057941538
TrAB,Reaction_Cy,30,0.5844375297012124,0.7807805937562332,0.14747371857794808,0.8009140945302665,0.9229639856929588,0.08818690738480346,0.5760221494577018,0.7870261153656979,0.09530958049817868
TrAB,Reaction_SCF3,15,0.25159025679773245,0.6307430150866009,0.22912506612899117,0.6284952982255358,0.8452786132914362,0.08936425481932868,0.41122379613153065,0.6476591611961793,0.10458976259392029
TrAB,Reaction_SCF3,20,0.30873924737864056,0.6336258058814644,0.20610540022753798,0.6618050845651859,0.8347541630115208,0.09216018644096259,0.4383494163964775,0.6623795165818431,0.10367791784246932
TrAB,Reaction_SCF3,30,0.38948287939981263,0.7179622718037915,0.19237701077385855,0.687817749732696,0.8642703989598596,0.10288233338771877,0.45495920770654846,0.6380785242226124,0.10307732136139404
TrAB,Reaction_OCH2F,15,0.2339848476804304,0.6640168773292541,0.301573538364899,0.6211631759780467,0.8607945022309517,0.1216440507564618,0.47078716037630286,0.6356839973485442,0.09128902944164492
TrAB,Reaction_OCH2F,20,0.3086129861205511,0.7999727652194955,0.2539323263898488,0.6563423607422567,0.8995499396993892,0.11174259868857406,0.49777546039310855,0.6942238594294458,0.07033157203850789
TrAB,Reaction_OCH2F,30,0.4469562160105632,0.8230423237866196,0.22839543337634505,0.7236697643900727,0.9315397876237912,0.11053450253539143,0.5249426961282133,0.7420583478235578,0.08542133219260489
TrAB,Reaction_P,15,-0.34430181310767954,0.459794271011626,0.9894944764376548,0.5353040961794144,0.7034596366654123,0.14690499127307208,0.3587529533456545,0.5724389141392464,0.12861281583053358
TrAB,Reaction_P,20,-0.46573091017501356,0.4551984342318219,2.5285361676504507,0.5441589020175922,0.6988455896404535,0.1185462130319702,0.3789224951951975,0.5694009653689873,0.09638051771405881
TrAB,Reaction_P,30,-1.1264932775183423,0.6735597345947624,4.902660221473321,0.549991734282258,0.8800679179833641,0.144074524317255,0.380176047333563,0.5863488431339144,0.11148492401647944
TrAB,Reaction_Si,15,-0.2158032820947296,0.2401425822471828,0.2958918503312709,0.37948818175007143,0.543767893336562,0.10353886717549472,0.2909058533863147,0.4526144387634688,0.07145430554741877
TrAB,Reaction_Si,20,-0.259046933708865,0.3336247631451127,0.3530598870738233,0.38471457236790896,0.5927700518900239,0.12590224991314145,0.2958156317048029,0.4492121102851237,0.08236001632482455
TrAB,Reaction_Si,30,-0.2505698545467232,0.3275489465199683,0.46081468330170483,0.38615821649685406,0.606579709906965,0.1297509214156573,0.29005782269269753,0.4642081851272456,0.0951077860731504
